,Location,Date,newCases,Price,Open,High,Low,Vol.,Change %
133,Canada,2020-08-05,374,69.9,69.79,69.96,69.37,297.50K,0.19%
134,Canada,2020-08-06,354,69.97,69.56,70.06,69.37,446.22K,0.10%
135,Canada,2020-08-07,516,69.81,69.91,70.21,69.63,289.57K,-0.23%
136,Canada,2020-08-10,686,69.53,69.91,69.97,69.08,509.21K,-0.40%
137,Canada,2020-08-11,336,70.2,69.76,70.38,69.75,710.00K,0.96%
138,Canada,2020-08-12,314,70.35,70.31,71.77,70.2,647.36K,0.21%
139,Canada,2020-08-13,477,70.73,70.13,71.06,69.86,611.87K,0.54%
140,Canada,2020-08-14,425,70.79,70.88,71.35,70.51,696.75K,0.08%
141,Canada,2020-08-17,214,70.71,70.78,71.04,70.51,433.78K,-0.11%
142,Canada,2020-08-18,866,71.0,70.81,71.08,70.65,429.42K,0.41%
143,Canada,2020-08-19,324,70.9,70.89,71.31,70.7,688.75K,-0.14%
144,Canada,2020-08-20,217,70.75,70.79,71.08,70.55,461.51K,-0.21%
145,Canada,2020-08-21,694,71.1,70.76,71.24,70.33,688.90K,0.49%
146,Canada,2020-08-24,777,71.13,71.09,71.42,70.64,547.46K,0.04%
147,Canada,2020-08-25,309,70.33,71.04,71.21,70.16,382.09K,-1.12%
148,Canada,2020-08-26,477,69.68,70.34,70.6,69.01,605.15K,-0.92%
149,Canada,2020-08-27,456,69.81,69.69,70.43,69.57,374.60K,0.19%
150,Canada,2020-08-28,506,68.4,69.71,69.73,68.39,422.66K,-2.02%
151,Canada,2020-08-31,1030,67.41,68.4,68.67,67.28,854.14K,-1.45%
152,Canada,2020-09-01,504,66.89,67.03,67.36,66.59,763.86K,-0.77%
153,Canada,2020-09-02,519,68.6,67.21,68.93,67.11,728.61K,2.56%
154,Canada,2020-09-03,586,67.97,68.8,69.23,67.8,606.96K,-0.92%
155,Canada,2020-09-04,614,66.78,68.1,68.42,66.74,778.20K,-1.75%
156,Canada,2020-09-08,1462,66.8,66.85,67.25,66.42,1.66M,0.03%
157,Canada,2020-09-09,378,68.55,67.19,68.88,67.13,639.99K,2.62%
158,Canada,2020-09-10,821,68.41,68.6,69.0,68.17,537.30K,-0.20%
159,Canada,2020-09-11,720,68.22,68.81,69.0,68.06,626.53K,-0.28%
160,Canada,2020-09-14,1458,68.26,68.0,68.88,67.93,804.93K,0.06%
161,Canada,2020-09-15,802,68.66,68.49,69.38,68.46,588.18K,0.59%
162,Canada,2020-09-16,952,67.43,68.64,69.18,67.42,589.61K,-1.79%
163,Canada,2020-09-17,1027,67.99,67.18,68.45,67.18,577.78K,0.83%
164,Canada,2020-09-18,1174,67.69,68.22,68.22,67.56,1.63M,-0.44%
165,Canada,2020-09-21,1833,67.76,67.5,68.19,66.83,437.52K,0.10%
166,Canada,2020-09-22,1272,69.9,68.14,70.06,67.94,618.60K,3.16%
167,Canada,2020-09-23,1084,69.78,69.9,70.3,69.52,429.86K,-0.17%
168,Canada,2020-09-24,1148,69.9,69.49,70.03,69.49,781.08K,0.17%
169,Canada,2020-09-25,1630,70.7,69.95,70.97,69.44,1.40M,1.14%
170,Canada,2020-09-28,1791,70.72,70.73,71.28,70.36,453.37K,0.03%
171,Canada,2020-09-29,1772,70.27,70.6,70.7,69.79,326.18K,-0.64%
172,Canada,2020-09-30,2116,69.73,70.32,70.32,69.58,533.34K,-0.77%
173,Canada,2020-10-01,1823,69.63,69.73,69.91,69.26,394.11K,-0.14%
174,Canada,2020-10-02,2124,69.35,69.26,69.52,68.59,350.59K,-0.40%
175,Canada,2020-10-05,2883,69.84,69.19,69.9,69.0,574.16K,0.71%
176,Canada,2020-10-06,2372,69.61,69.55,69.9,68.98,513.58K,-0.33%
177,Canada,2020-10-07,1624,69.44,69.75,69.86,69.43,295.38K,-0.24%
178,Canada,2020-10-08,2350,69.3,69.48,69.56,68.96,1.35M,-0.20%
179,Canada,2020-10-09,2895,68.86,69.38,69.71,68.82,354.34K,-0.63%
180,Canada,2020-10-13,4111,68.93,69.71,69.71,68.67,388.34K,0.10%
181,Canada,2020-10-14,2575,68.78,68.78,69.02,68.35,428.16K,-0.22%
182,Canada,2020-10-15,2298,69.45,68.57,69.48,68.31,340.25K,0.97%
183,Canada,2020-10-16,2566,69.38,69.32,69.89,69.14,313.87K,-0.10%
184,Canada,2020-10-19,3307,68.55,69.37,69.51,68.45,379.59K,-1.20%
185,Canada,2020-10-20,2238,68.36,68.62,68.98,68.01,530.73K,-0.28%
186,Canada,2020-10-21,2687,68.57,68.45,68.82,68.14,258.52K,0.31%
187,Canada,2020-10-22,2581,67.63,68.46,68.66,67.63,714.19K,-1.37%
188,Canada,2020-10-23,2902,67.57,67.85,67.95,67.25,281.91K,-0.09%
189,Canada,2020-10-26,4099,67.03,67.48,67.55,66.87,328.45K,-0.80%
190,Canada,2020-10-27,2730,67.14,67.19,67.48,66.71,322.53K,0.16%
191,Canada,2020-10-28,2663,66.73,66.88,67.37,66.7,512.96K,-0.61%
192,Canada,2020-10-29,3017,66.75,67.0,67.29,66.52,373.27K,0.03%
193,Canada,2020-10-30,3556,66.32,66.65,66.89,65.7,663.93K,-0.64%
194,Canada,2020-11-02,3529,66.23,66.76,66.98,65.91,324.27K,-0.14%
195,Canada,2020-11-03,4738,65.87,66.17,66.9,65.8,380.44K,-0.54%
196,Canada,2020-11-04,2782,66.13,66.2,66.91,66.01,1.01M,0.39%
197,Canada,2020-11-05,2784,65.87,66.23,66.53,65.5,997.39K,-0.39%
198,Canada,2020-11-06,5393,66.6,65.86,66.79,65.77,894.77K,1.11%
199,Canada,2020-11-09,4871,66.0,67.25,67.85,65.98,976.03K,-0.90%
200,Canada,2020-11-10,4445,65.98,66.02,66.44,65.83,856.71K,-0.03%
201,Canada,2020-11-11,3984,66.66,66.04,66.71,65.74,653.51K,1.03%
202,Canada,2020-11-12,5474,67.6,67.94,68.53,67.31,736.45K,1.41%
203,Canada,2020-11-13,4770,65.7,67.2,67.25,65.5,1.30M,-2.81%
204,Canada,2020-11-16,6033,65.25,65.7,66.02,65.11,1.56M,-0.68%
205,Canada,2020-11-17,4462,65.17,65.1,65.4,64.96,1.16M,-0.12%
206,Canada,2020-11-18,4518,64.14,65.15,65.17,64.01,1.18M,-1.58%
207,Canada,2020-11-19,4794,64.28,64.08,64.5,63.71,560.32K,0.22%
208,Canada,2020-11-20,4987,64.26,64.4,64.4,63.61,649.88K,-0.03%
209,Canada,2020-11-23,6795,64.85,64.51,64.91,64.15,809.17K,0.92%
210,Canada,2020-11-24,5282,64.09,64.91,64.91,64.04,828.11K,-1.17%
211,Canada,2020-11-25,4958,63.85,64.35,64.53,63.71,804.27K,-0.37%
212,Canada,2020-11-26,5679,64.06,64.0,64.17,63.65,202.71K,0.33%
213,Canada,2020-11-27,5954,64.3,64.03,64.6,63.67,441.31K,0.37%
214,Canada,2020-11-30,7895,64.2,64.6,64.6,63.76,1.19M,-0.16%
215,Canada,2020-12-01,5495,63.6,64.37,64.5,63.55,692.16K,-0.93%
216,Canada,2020-12-02,6454,63.54,63.5,63.76,63.23,688.80K,-0.09%
217,Canada,2020-12-03,6264,64.04,63.43,64.1,63.31,590.94K,0.79%
218,Canada,2020-12-04,6419,63.53,64.09,64.1,63.41,860.35K,-0.80%
219,Canada,2020-12-07,7724,63.2,63.56,63.74,63.15,858.96K,-0.52%
220,Canada,2020-12-08,6171,63.98,63.14,64.4,63.12,1.02M,1.23%
221,Canada,2020-12-09,6399,65.82,64.28,65.94,63.87,1.22M,2.88%
222,Canada,2020-12-10,6686,65.21,65.68,65.71,65.08,848.57K,-0.93%
223,Canada,2020-12-11,6715,65.49,65.25,65.86,64.97,834.61K,0.43%
224,Canada,2020-12-14,8377,65.2,65.24,65.59,64.92,1.00M,-0.44%
