"Date","Price","Open","High","Low","Vol.","Change %"
"May 07, 2020","95.29","90.35","95.40","90.23","10.44M","10.05%"
"May 06, 2020","86.59","89.22","89.73","86.41","3.84M","-2.68%"
"May 05, 2020","88.97","88.78","89.77","88.44","3.02M","0.01%"
"May 04, 2020","88.96","86.77","88.97","86.06","4.21M","3.20%"
"May 01, 2020","86.20","87.74","88.11","85.81","3.16M","-1.82%"
"Apr 30, 2020","87.80","88.90","89.02","87.30","3.94M","-1.69%"
"Apr 29, 2020","89.31","89.04","90.03","87.97","3.11M","1.56%"
"Apr 28, 2020","87.94","91.24","91.41","87.89","3.36M","-3.27%"
"Apr 27, 2020","90.91","91.32","91.38","89.02","3.73M","0.12%"
"Apr 24, 2020","90.80","90.39","91.00","89.01","3.56M","0.51%"
"Apr 23, 2020","90.34","90.68","91.88","89.29","4.54M","0.20%"
"Apr 22, 2020","90.16","89.88","90.65","88.28","4.26M","3.37%"
"Apr 21, 2020","87.22","89.25","89.89","86.10","3.95M","-3.02%"
"Apr 20, 2020","89.94","89.58","91.73","89.05","3.51M","-1.15%"
"Apr 17, 2020","90.99","92.75","93.30","89.86","3.85M","0.80%"
"Apr 16, 2020","90.27","89.11","90.58","88.07","4.80M","1.95%"
"Apr 15, 2020","88.54","87.92","89.39","87.10","5.80M","-1.21%"
"Apr 14, 2020","89.62","87.19","89.94","86.40","4.79M","4.00%"
"Apr 13, 2020","86.17","84.59","87.28","84.47","3.96M","0.31%"
"Apr 09, 2020","85.90","86.88","87.75","84.93","5.77M","-1.09%"
"Apr 08, 2020","86.85","86.60","87.64","86.00","3.83M","0.39%"
"Apr 07, 2020","86.51","87.66","87.91","85.17","4.41M","0.49%"
"Apr 06, 2020","86.09","84.49","86.49","82.99","5.26M","5.01%"
"Apr 03, 2020","81.98","84.56","84.99","81.04","8.38M","-2.88%"
"Apr 02, 2020","84.41","85.05","88.52","84.02","22.96M","-0.85%"
"Apr 01, 2020","85.13","82.99","86.71","82.70","11.02M","1.47%"
"Mar 31, 2020","83.90","83.04","84.75","81.98","6.92M","0.94%"
"Mar 30, 2020","83.12","82.29","83.86","81.24","5.63M","1.71%"
"Mar 27, 2020","81.72","82.50","83.90","81.02","4.19M","-3.44%"
"Mar 26, 2020","84.63","80.23","84.98","79.75","4.82M","6.90%"
"Mar 25, 2020","79.17","77.77","85.46","77.76","6.25M","0.66%"
"Mar 24, 2020","78.65","78.99","79.65","75.83","5.93M","3.90%"
"Mar 23, 2020","75.70","74.62","76.61","70.95","8.33M","1.54%"
"Mar 20, 2020","74.55","80.00","82.00","73.16","6.84M","-6.17%"
"Mar 19, 2020","79.45","74.76","81.90","73.63","8.91M","6.90%"
"Mar 18, 2020","74.32","74.60","76.10","63.50","10.90M","-5.14%"
"Mar 17, 2020","78.35","77.60","80.40","75.45","7.61M","2.38%"
"Mar 16, 2020","76.53","78.34","80.55","74.84","6.79M","-10.38%"
"Mar 13, 2020","85.39","80.15","85.52","76.61","7.40M","11.24%"
"Mar 12, 2020","76.76","82.02","85.00","76.41","9.08M","-11.21%"
"Mar 11, 2020","86.45","82.86","87.83","82.84","8.85M","1.73%"
"Mar 10, 2020","84.98","81.98","85.01","80.20","6.71M","6.56%"
"Mar 09, 2020","79.75","83.27","84.89","79.58","7.95M","-9.23%"
"Mar 06, 2020","87.86","86.10","88.28","85.42","5.98M","-2.23%"
"Mar 05, 2020","89.86","91.61","93.16","89.19","4.94M","-4.21%"
"Mar 04, 2020","93.81","90.43","93.96","90.25","5.22M","4.97%"
